Exp,Pedi,Repl,Harvest,plantHt,earHt,testWt,plotWt,Yield,StatID,Year,Month,tempMin,tempMax,tempMean,tempMedian,dewMin,dewMax,dewMean,dewMedian,humidMin,humidMax,humidMean,humidMedian,solarMin,solarMax,solarMean,solarMedian,rainMin,rainMax,rainMean,rainMedian,windSpdMin,windSpdMax,windSpdMean,windSpdMedian,windDirMin,windDirMax,windDirMean,windDirMedian,windGustMin,windGustMax,windGustMean,windGustMedian,soilTempMin,soilTempMax,soilTempMean,soilTempMedian,soilMoistMin,soilMoistMax,soilMoistMean,soilMoistMedian
GAH1,B14A/H95,NA,8/25/2015,170,90,58.8,13.86,129.86532115178,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B14A/H95,NA,8/26/2015,180,90,58.6,14.31,135.49311428986,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B14A/OH43,NA,8/25/2015,170,70,55.1,11.81,111.69263640064,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B14A/OH43,NA,8/25/2015,190,80,65.4,13.96,131.56722611409,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/C103,NA,8/26/2015,190,90,57,12.45,117.74541263234,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/C103,NA,8/25/2015,210,110,56.5,7.96,75.80479769153,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/H95,NA,8/25/2015,160,70,61.8,11.83,108.77035708802,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/H95,NA,8/26/2015,200,110,66.6,12.38,116.40503918778,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/OH43,NA,8/26/2015,190,80,58.6,13.38,125.66107891262,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/OH43,NA,8/26/2015,200,100,65,16.14,152.2896998387,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/PHZ51,NA,8/26/2015,190,80,55.6,14.58,138.2093677603,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B37/PHZ51,NA,8/25/2015,220,100,61.5,12.17,114.29710989287,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-1/LH82,NA,8/26/2015,170,70,57.7,9.23,87.59583198096,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-1/PHZ51,NA,8/26/2015,210,120,65.9,13.28,126.32277254832,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-10/LH82,NA,8/25/2015,180,70,62.5,15.68,146.9183431212,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-10/PHZ51,NA,8/26/2015,210,110,67.9,11.89,113.23103574777,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-11/LH82,NA,8/26/2015,150,60,58.3,13.79,130.56953501448,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-11/PHZ51,NA,8/25/2015,210,100,64.7,18.41,172.69962797718,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-13/LH82,NA,8/26/2015,170,70,58.8,17.17,162.9491262311,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-13/PHZ51,NA,8/25/2015,200,90,55.8,15.93,152.5776976649,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-15/LH82,NA,8/26/2015,160,50,54.5,17.66,167.79292528674,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-15/PHZ51,NA,8/25/2015,200,80,59.7,13.42,126.47794945924,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-18/LH82,NA,8/26/2015,180,80,54,16.96,160.39857014013,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-18/PHZ51,NA,8/26/2015,220,120,60.9,21.09,200.84462101939,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-2/LH82,NA,8/25/2015,170,80,61.5,14.28,133.33115800548,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-2/PHZ51,NA,8/25/2015,200,90,70.7,13.81,130.15353815441,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-20/LH82,NA,8/26/2015,150,60,57.4,13.47,127.98248604827,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-20/PHZ51,NA,8/25/2015,210,90,66.8,18.74,176.41138078294,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-21/LH82,NA,8/26/2015,180,70,60.4,13.77,130.07836063965,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-21/PHZ51,NA,8/26/2015,220,90,59.9,20.79,197.53198848875,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-22/LH82,NA,8/26/2015,170,80,66.1,16.11,152.3597267074,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-22/PHZ51,NA,8/26/2015,220,110,61.8,17.34,164.18243199065,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-23/LH82,NA,8/25/2015,180,70,69.8,15.54,145.60657220048,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-23/PHZ51,NA,8/26/2015,220,100,64.7,19.56,186.70280995297,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-24/LH82,NA,8/25/2015,170,70,61.3,14.4,136.66088629749,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-24/PHZ51,NA,8/26/2015,220,100,66.3,19.65,187.13119028122,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
GAH1,B73_PHG39-25/LH82,NA,8/25/2015,170,90,63.1,15.17,142.80473033496,8427,2015,4,12.8,32.5,22.790625,22.5,-0.4,22.7,16.01265625,17.1,19,100,70.56390625,75.65,0,1036,340.621875,216.5,0,12.1,0.18125,0,0.28,3.89,1.0425625,0.83,0,360,198.3421875,192.5,1.11,11.11,3.422140625,3.06,17.1,28.6,22.43921875,22.3,7.5,48.8,13.78953125,13.7
